Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Mean Sea Level Pressure  [MSL];Total Precipitation  [sfc];Snowfall amount raw  [sfc];Total Cloud Cover  [sfc];High Cloud Cover  [high cld lay];Medium Cloud Cover  [mid cld lay];Low Cloud Cover  [low cld lay];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [80 m above gnd];Wind Direction  [80 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb];Wind Gust  [sfc]
2018;08;29;14;00;15.54;36.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;653.26;9.11;198.43;6.92;188.97;13.18;235.01;20.52
2018;08;29;15;00;15.60;36.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;540.23;9.37;182.20;7.77;166.61;13.39;233.75;21.24
2018;08;29;16;00;15.12;38.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;382.70;10.59;162.18;10.74;140.44;13.83;231.34;22.68
2018;08;29;17;00;13.62;45.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;194.91;11.81;142.43;15.08;123.31;14.06;230.19;22.68
2018;08;29;18;00;11.86;51.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;36.01;23.14;11.97;136.22;18.85;118.52;13.51;228.24;8.64
2018;08;29;19;00;10.93;57.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.25;140.19;17.87;124.33;13.24;225.00;7.20
2018;08;29;20;00;9.80;63.00;1019.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;149.74;16.30;133.21;12.73;225.00;5.76
2018;08;29;21;00;9.21;67.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.45;162.26;13.78;146.73;12.48;226.17;5.40
2018;08;29;22;00;9.46;54.00;1020.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.91;194.04;10.80;180.00;18.39;220.24;6.12
2018;08;29;23;00;8.53;57.00;1020.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.34;207.55;10.74;193.57;17.61;220.86;6.48
2018;08;30;00;00;7.76;59.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.59;214.29;11.11;204.90;16.83;221.53;6.84
2018;08;30;01;00;7.06;61.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.45;220.36;10.50;210.96;15.82;221.31;5.40
2018;08;30;02;00;6.39;62.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.67;225.00;10.01;217.69;15.02;224.03;5.76
2018;08;30;03;00;5.75;63.00;1019.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.42;226.55;9.45;220.36;13.49;226.08;5.40
2018;08;30;04;00;5.17;64.00;1019.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.18;228.18;8.67;221.63;12.23;227.39;4.68
2018;08;30;05;00;4.64;65.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.67;228.37;8.16;221.42;11.20;225.00;4.32
2018;08;30;06;00;4.07;67.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;43.59;0.00;8.44;230.19;7.39;223.03;9.96;220.60;3.60
2018;08;30;07;00;4.58;66.00;1020.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;34.71;7.70;232.59;6.92;231.34;8.50;216.38;3.24
2018;08;30;08;00;8.42;59.00;1021.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;213.60;5.90;232.43;5.63;243.43;6.70;216.25;2.52
2018;08;30;09;00;11.57;55.00;1021.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;400.50;4.39;235.01;4.80;257.01;4.84;228.01;2.16
2018;08;30;10;00;13.14;50.00;1021.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;554.47;3.22;243.43;3.60;270.00;4.45;255.96;3.60
2018;08;30;11;00;14.34;45.00;1020.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;663.94;1.08;270.00;2.04;315.00;6.16;276.71;5.40
2018;08;30;12;00;15.28;42.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;719.12;0.80;26.57;3.08;20.56;8.65;286.93;8.28
2018;08;30;13;00;15.91;42.00;1018.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;716.45;3.10;54.46;5.62;39.81;11.59;295.77;11.16
2018;08;30;14;00;16.21;42.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;657.71;5.19;56.31;8.44;50.19;12.29;301.83;11.52
2018;08;30;15;00;16.14;42.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;544.68;7.59;58.57;11.02;51.63;11.97;313.78;13.32
2018;08;30;16;00;15.56;44.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;387.15;9.69;58.67;13.48;55.89;14.51;316.01;12.60
2018;08;30;17;00;14.12;50.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;198.47;11.12;60.95;16.49;58.39;17.07;317.56;13.32
2018;08;30;18;00;12.20;57.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;36.69;24.92;11.61;60.26;20.07;57.45;18.95;321.17;14.76
2018;08;30;19;00;11.35;63.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.10;53.47;21.48;50.44;20.88;324.12;16.20
2018;08;30;20;00;10.89;66.00;1018.00;0.00;0.00;0.30;1.00;0.00;0.00;0.00;0.00;12.74;47.29;22.40;45.00;21.98;328.39;18.00
2018;08;30;21;00;10.46;70.00;1017.40;0.00;0.00;31.00;33.00;31.00;0.00;0.00;0.00;13.76;42.88;23.20;41.86;22.06;333.85;19.08
2018;08;30;22;00;11.28;70.00;1017.70;0.00;0.00;100.00;100.00;100.00;3.00;0.00;0.00;12.98;43.88;20.90;42.21;19.44;360.00;20.88
2018;08;30;23;00;11.30;72.00;1017.20;0.00;0.00;100.00;22.00;100.00;3.00;0.00;0.00;13.55;39.61;21.03;38.05;22.46;6.44;22.32
2018;08;31;00;00;10.93;76.00;1016.50;0.00;0.00;56.00;0.00;56.00;0.00;0.00;0.00;13.68;35.36;21.68;35.54;25.98;10.38;23.04
2018;08;31;01;00;10.64;77.00;1015.60;0.00;0.00;24.90;83.00;15.00;0.00;0.00;0.00;14.58;32.91;22.27;34.46;30.47;14.36;25.20
2018;08;31;02;00;10.38;80.00;1014.70;0.00;0.00;100.00;11.00;100.00;0.00;0.00;0.00;15.00;30.26;22.07;33.69;34.17;16.53;18.72
2018;08;31;03;00;10.22;81.00;1014.20;0.00;0.00;37.00;0.00;37.00;0.00;0.00;0.00;15.32;29.58;21.37;32.62;37.93;16.54;19.44
2018;08;31;04;00;9.82;83.00;1013.70;0.00;0.00;43.00;0.00;43.00;0.00;0.00;0.00;15.00;30.26;20.67;35.07;40.55;16.50;18.72
2018;08;31;05;00;9.62;85.00;1013.00;0.00;0.00;51.00;3.00;51.00;6.00;0.00;0.00;14.98;35.22;21.20;40.18;41.65;14.52;19.80
2018;08;31;06;00;9.77;86.00;1012.40;0.00;0.00;100.00;0.00;100.00;15.00;0.00;0.00;16.92;38.09;23.68;44.38;42.44;10.26;23.40
2018;08;31;07;00;10.74;87.00;1011.60;0.00;0.00;100.00;0.00;100.00;17.00;0.00;34.71;19.59;36.03;25.74;42.17;45.04;2.29;24.48
2018;08;31;08;00;13.25;81.00;1010.40;0.00;0.00;100.00;0.00;100.00;13.00;0.00;178.89;24.57;34.85;28.62;39.90;51.01;354.33;30.60
2018;08;31;09;00;14.92;75.00;1008.40;0.00;0.00;100.00;0.00;100.00;8.00;0.00;342.65;27.86;32.87;32.40;36.87;59.59;348.15;32.76
2018;08;31;10;00;15.86;68.00;1006.70;0.00;0.00;100.00;0.00;100.00;1.00;0.00;374.69;29.66;33.11;35.50;36.75;70.05;347.54;39.24
2018;08;31;11;00;14.04;51.00;1005.90;0.00;0.00;100.00;100.00;100.00;100.00;0.00;233.18;20.99;22.17;22.13;21.97;55.92;348.11;26.28
2018;08;31;12;00;14.49;50.00;1004.40;0.00;0.00;100.00;100.00;100.00;100.00;0.00;166.43;19.59;17.10;21.07;19.98;58.75;340.68;40.32
2018;08;31;13;00;16.10;47.00;1003.30;0.00;0.00;100.00;3.00;100.00;100.00;0.00;242.08;18.39;3.37;20.16;360.00;51.85;334.50;41.04
2018;08;31;14;00;17.19;46.00;1002.70;0.00;0.00;100.00;10.00;100.00;100.00;0.00;234.96;16.34;352.41;16.62;342.35;51.73;325.20;40.68
2018;08;31;15;00;18.12;48.00;1001.20;0.00;0.00;100.00;0.00;100.00;100.00;0.00;180.67;16.77;345.07;18.12;339.04;57.40;321.62;39.96
2018;08;31;16;00;18.97;53.00;1000.40;0.00;0.00;62.00;0.00;62.00;61.00;20.43;323.96;22.21;340.10;27.44;340.85;63.03;321.49;41.76
2018;08;31;17;00;17.75;53.00;1001.80;0.00;0.00;73.00;0.00;73.00;73.00;13.40;99.68;27.30;311.26;38.68;308.58;66.03;297.96;43.92
2018;08;31;18;00;16.69;46.00;1002.40;0.00;0.00;100.00;0.00;100.00;2.00;0.00;9.79;31.22;290.94;44.76;286.83;63.90;277.45;47.88
2018;08;31;19;00;14.96;49.00;1003.30;0.00;0.00;2.00;0.00;2.00;0.00;0.00;0.00;28.12;283.32;39.83;279.89;64.34;275.14;45.72
2018;08;31;20;00;13.80;54.00;1004.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.37;282.80;34.84;283.75;67.24;275.22;43.20
2018;08;31;21;00;12.77;58.00;1004.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.86;287.24;31.31;289.48;66.26;268.75;38.88
2018;08;31;22;00;11.89;60.00;1004.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.39;290.67;30.89;291.18;65.28;266.52;38.16
2018;08;31;23;00;11.28;61.00;1004.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.67;293.75;29.88;291.93;68.20;273.93;35.28
