Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Mean Sea Level Pressure  [MSL];Total Precipitation  [sfc];Snowfall amount raw  [sfc];Total Cloud Cover  [sfc];High Cloud Cover  [high cld lay];Medium Cloud Cover  [mid cld lay];Low Cloud Cover  [low cld lay];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [80 m above gnd];Wind Direction  [80 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb];Wind Gust  [sfc]
2018;08;22;19;00;11.32;59.00;1018.50;0.00;0.00;45.00;0.00;0.00;45.00;0.00;0.00;12.56;152.70;16.28;144.90;9.69;195.07;6.84
2018;08;22;20;00;10.78;62.00;1019.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.40;154.18;16.18;147.72;8.43;199.98;5.76
2018;08;22;21;00;11.06;62.00;1019.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.92;154.98;14.97;152.82;7.29;200.22;6.48
2018;08;22;22;00;11.73;63.00;1020.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.97;158.84;16.12;156.30;8.31;175.03;6.48
2018;08;22;23;00;11.45;64.00;1020.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.39;165.96;14.15;165.26;6.12;180.00;5.04
2018;08;23;00;00;11.26;66.00;1019.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.47;171.25;13.08;172.09;4.68;180.00;5.04
2018;08;23;01;00;10.84;68.00;1019.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.03;175.43;12.62;176.73;3.26;186.34;4.32
2018;08;23;02;00;10.45;70.00;1019.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.65;177.61;12.25;178.32;2.62;195.95;3.96
2018;08;23;03;00;10.16;72.00;1020.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.29;177.51;12.25;178.32;1.84;191.31;3.60
2018;08;23;04;00;9.91;74.00;1020.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.31;175.03;12.29;174.96;1.44;180.00;3.24
2018;08;23;05;00;9.67;76.00;1020.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.05;169.70;12.37;171.63;1.08;180.00;3.60
2018;08;23;06;00;9.57;77.00;1020.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.86;164.05;12.31;164.74;1.61;153.43;2.88
2018;08;23;07;00;9.89;76.00;1021.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;8.90;7.90;155.77;11.63;158.20;2.04;135.00;3.60
2018;08;23;08;00;11.09;72.00;1021.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;85.44;8.71;141.71;10.19;147.99;2.97;104.04;5.76
2018;08;23;09;00;11.96;65.00;1022.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;190.46;8.94;130.10;9.93;133.53;3.60;90.00;6.48
2018;08;23;10;00;12.78;61.00;1022.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;304.38;8.89;121.76;10.09;124.82;3.60;90.00;7.20
2018;08;23;11;00;13.59;59.00;1021.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;391.60;9.69;111.80;11.11;114.90;3.26;96.34;7.92
2018;08;23;12;00;14.42;57.00;1021.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;490.39;10.48;105.95;12.86;107.93;4.55;108.43;9.36
2018;08;23;13;00;13.93;57.00;1020.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;407.62;11.44;102.72;14.26;100.18;5.94;104.04;10.44
2018;08;23;14;00;13.75;58.00;1020.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;309.72;12.43;100.01;15.23;96.79;5.80;97.13;11.52
2018;08;23;15;00;13.44;60.00;1020.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;255.43;13.40;96.17;16.26;95.08;6.84;90.00;12.60
2018;08;23;16;00;13.02;62.00;1021.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;200.25;13.72;94.51;17.29;92.39;6.92;81.03;12.60
2018;08;23;17;00;12.26;65.00;1021.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;114.81;13.68;91.51;17.64;90.00;7.77;76.61;12.60
2018;08;23;18;00;11.57;68.00;1022.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;11.57;12.96;90.00;16.92;88.78;7.42;67.17;11.16
2018;08;23;19;00;11.30;70.00;1022.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.61;88.36;16.22;87.46;7.59;58.57;10.44
2018;08;23;20;00;11.08;72.00;1023.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.57;84.64;15.19;84.56;7.70;52.59;11.16
2018;08;23;21;00;10.82;74.00;1024.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.66;78.31;13.91;79.56;8.91;46.64;10.44
2018;08;23;22;00;11.97;75.00;1023.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.52;73.30;9.00;90.00;20.99;59.04;9.36
2018;08;23;23;00;12.07;75.00;1023.40;0.00;0.00;19.00;0.00;0.00;19.00;0.00;0.00;6.61;60.64;6.99;78.11;20.57;57.14;8.28
2018;08;24;00;00;11.88;76.00;1023.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;6.19;54.46;5.48;66.80;20.38;54.34;8.28
2018;08;24;01;00;11.79;77.00;1023.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;6.11;45.00;5.90;52.43;19.96;50.86;8.64
2018;08;24;02;00;11.79;77.00;1023.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.90;37.57;6.41;38.16;19.60;45.74;8.28
2018;08;24;03;00;11.85;76.00;1022.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.50;31.61;6.12;28.07;19.13;41.19;7.56
2018;08;24;04;00;11.72;77.00;1023.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.00;30.26;5.69;18.43;19.30;36.66;7.20
2018;08;24;05;00;11.59;78.00;1023.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;4.51;28.61;5.01;21.04;19.17;34.29;7.56
2018;08;24;06;00;11.48;78.00;1024.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;4.20;30.96;4.55;18.43;19.88;31.68;7.56
2018;08;24;07;00;11.97;76.00;1024.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;16.91;5.19;33.69;4.55;18.43;20.81;30.11;8.28
2018;08;24;08;00;12.95;72.00;1025.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;148.63;6.88;42.88;6.19;35.54;22.29;31.12;8.28
2018;08;24;09;00;12.91;71.00;1025.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;178.89;8.16;48.58;7.65;48.81;23.28;31.72;9.72
2018;08;24;10;00;13.36;67.00;1025.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;250.09;9.22;51.34;9.00;53.13;23.17;32.95;12.24
2018;08;24;11;00;13.91;63.00;1025.50;0.00;0.00;24.00;0.00;0.00;24.00;44.68;315.95;10.09;55.18;10.00;59.74;21.68;35.54;13.32
2018;08;24;12;00;15.37;57.00;1025.10;0.00;0.00;11.00;0.00;0.00;11.00;52.98;417.41;11.30;59.35;11.92;64.98;18.33;45.00;14.04
2018;08;24;13;00;14.72;58.00;1024.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;335.53;12.72;64.89;14.58;69.78;16.18;57.72;14.40
2018;08;24;14;00;14.75;58.00;1023.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;320.40;14.71;68.46;16.97;72.72;17.39;62.90;14.76
2018;08;24;15;00;15.44;57.00;1023.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;391.60;17.19;70.43;20.62;73.78;19.65;61.56;15.84
2018;08;24;16;00;14.92;60.00;1023.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;265.22;18.79;69.83;23.45;72.12;21.98;58.39;15.84
2018;08;24;17;00;13.92;64.00;1024.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;110.36;19.26;69.19;24.82;70.51;23.69;53.65;17.28
2018;08;24;18;00;13.37;67.00;1024.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;8.90;18.86;66.37;25.01;67.13;25.50;48.43;19.44
2018;08;24;19;00;13.19;69.00;1025.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;18.51;63.43;24.95;63.43;27.24;45.54;18.72
2018;08;24;20;00;12.99;71.00;1025.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.91;59.83;24.08;58.45;29.06;41.99;16.56
2018;08;24;21;00;12.77;72.00;1025.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.08;55.30;23.11;52.59;31.49;38.97;19.44
2018;08;24;22;00;11.51;78.00;1024.90;0.00;0.00;19.00;0.00;0.00;19.00;0.00;0.00;13.83;51.34;24.07;55.36;32.27;38.66;9.36
2018;08;24;23;00;10.86;82.00;1024.80;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;13.51;48.24;23.56;51.20;32.77;35.61;9.36
2018;08;25;00;00;10.59;84.00;1024.10;0.00;0.00;17.00;0.00;0.00;17.00;0.00;0.00;13.25;47.20;21.92;47.66;34.08;31.17;13.68
2018;08;25;01;00;11.36;81.00;1024.00;0.00;0.00;18.00;0.00;0.00;18.00;0.00;0.00;12.48;46.17;20.62;45.71;34.16;29.00;11.52
2018;08;25;02;00;11.43;81.00;1023.60;0.00;0.00;18.00;0.00;0.00;18.00;0.00;0.00;11.72;47.49;19.09;45.76;33.82;27.93;10.44
2018;08;25;03;00;10.56;87.00;1023.20;0.00;0.00;18.00;0.00;0.00;18.00;0.00;0.00;11.75;49.97;18.12;49.03;33.36;29.05;10.08
2018;08;25;04;00;10.33;89.00;1023.10;0.00;0.00;12.00;0.00;0.00;12.00;0.00;0.00;11.81;52.43;18.00;53.13;33.40;30.43;10.08
2018;08;25;05;00;10.20;90.00;1023.10;0.00;0.00;14.00;0.00;2.00;14.00;0.00;0.00;12.10;53.47;19.08;54.21;34.65;32.70;10.08
2018;08;25;06;00;10.73;87.00;1023.40;0.00;0.00;100.00;0.00;2.00;100.00;0.00;0.00;12.82;51.84;20.30;52.93;36.64;33.38;11.52
2018;08;25;07;00;11.52;85.00;1023.40;0.00;0.00;100.00;2.00;41.00;100.00;0.00;23.14;13.55;50.39;21.03;51.95;38.66;32.06;13.68
2018;08;25;08;00;14.36;75.00;1023.70;0.00;0.00;100.00;1.00;84.00;100.00;0.00;164.65;15.79;46.85;21.17;48.45;40.63;29.74;18.36
2018;08;25;09;00;14.53;76.00;1023.70;0.00;0.00;100.00;4.00;100.00;100.00;0.00;169.99;18.58;44.22;22.92;43.73;40.89;26.11;22.68
2018;08;25;10;00;14.60;80.00;1023.10;0.30;0.00;100.00;5.00;100.00;100.00;0.00;164.65;19.37;41.99;24.46;42.61;39.78;21.22;20.88
2018;08;25;11;00;14.81;82.00;1022.60;0.50;0.00;100.00;5.00;100.00;100.00;0.00;166.43;20.12;42.83;26.73;44.45;38.25;18.09;19.80
2018;08;25;12;00;15.08;82.00;1021.90;1.00;0.00;100.00;12.00;100.00;100.00;0.00;178.89;20.37;43.57;27.75;44.47;35.03;12.46;19.08
2018;08;25;13;00;15.59;79.00;1020.60;1.10;0.00;100.00;8.00;100.00;100.00;0.00;186.90;21.14;42.93;29.81;42.55;32.43;8.94;19.80
2018;08;25;14;00;15.71;78.00;1019.90;1.10;0.00;100.00;15.00;100.00;100.00;0.00;159.31;21.76;38.96;30.10;36.73;31.78;4.55;20.52
2018;08;25;15;00;15.76;77.00;1019.40;0.90;0.00;100.00;22.00;100.00;100.00;0.00;132.61;21.77;34.22;29.35;33.50;29.18;357.88;21.24
2018;08;25;16;00;15.54;78.00;1019.40;0.70;0.00;100.00;19.00;100.00;100.00;0.00;90.78;20.93;26.57;27.56;23.89;29.04;340.44;19.80
2018;08;25;17;00;14.80;83.00;1019.90;0.00;0.00;100.00;46.00;100.00;100.00;0.00;51.62;18.21;18.43;23.23;12.53;32.62;322.62;19.44
2018;08;25;18;00;13.93;87.00;1019.90;0.00;0.00;100.00;79.00;100.00;100.00;0.00;8.90;15.19;13.71;20.01;8.28;35.41;317.06;20.16
2018;08;25;19;00;13.60;89.00;1020.50;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;13.28;12.53;17.37;5.95;35.65;316.64;19.80
2018;08;25;20;00;13.31;91.00;1020.40;0.00;0.00;100.00;53.00;100.00;100.00;0.00;0.00;12.22;13.63;14.92;8.33;34.02;320.58;21.24
2018;08;25;21;00;13.04;92.00;1020.10;0.00;0.00;84.00;15.00;84.00;76.00;0.00;0.00;12.41;16.86;14.24;16.14;33.09;329.25;22.32
2018;08;25;22;00;13.10;78.00;1020.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.90;16.56;17.78;21.37;22.32;359.08;22.68
2018;08;25;23;00;12.18;85.00;1020.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.56;10.71;16.86;16.11;25.20;359.18;25.56
2018;08;26;00;00;11.66;88.00;1019.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.73;8.13;15.54;13.39;25.92;359.20;25.20
2018;08;26;01;00;11.24;91.00;1019.10;0.00;0.00;2.10;7.00;0.00;0.00;0.00;0.00;11.18;3.69;13.63;12.20;25.92;360.00;21.96
2018;08;26;02;00;11.16;91.00;1018.70;0.00;0.00;9.90;33.00;0.00;2.00;0.00;0.00;9.37;2.20;10.66;11.69;25.56;0.81;7.92
2018;08;26;03;00;10.82;93.00;1018.20;0.00;0.00;9.60;32.00;8.00;4.00;0.00;0.00;7.57;357.27;7.99;7.77;25.20;0.82;6.12
2018;08;26;04;00;10.60;93.00;1018.10;0.00;0.00;13.00;37.00;13.00;7.00;0.00;0.00;6.16;353.29;5.77;3.58;24.48;0.84;4.32
2018;08;26;05;00;10.39;94.00;1018.20;0.00;0.00;23.10;77.00;18.00;19.00;0.00;0.00;5.15;347.91;3.60;360.00;22.32;360.00;3.24
2018;08;26;06;00;10.30;94.00;1018.30;0.00;0.00;30.00;100.00;15.00;22.00;26.26;0.00;4.80;347.01;2.88;360.00;20.16;358.98;2.88
2018;08;26;07;00;11.07;90.00;1018.20;0.00;0.00;100.00;68.00;40.00;100.00;0.00;25.81;5.35;340.35;3.42;341.57;17.73;354.17;5.76
2018;08;26;08;00;13.84;80.00;1018.50;0.00;0.00;100.00;42.00;100.00;100.00;0.00;153.97;6.73;344.48;4.51;331.39;16.52;348.69;9.72
2018;08;26;09;00;15.27;73.00;1018.60;0.00;0.00;100.00;100.00;100.00;100.00;0.00;248.31;8.65;343.07;7.73;332.24;16.86;343.89;11.52
2018;08;26;10;00;16.20;70.00;1018.10;0.00;0.00;100.00;100.00;100.00;100.00;0.00;315.95;9.69;338.20;10.59;324.69;17.87;341.20;11.16
2018;08;26;11;00;17.17;66.00;1017.20;0.00;0.00;100.00;100.00;100.00;100.00;0.00;380.92;9.45;342.26;10.32;330.75;19.30;345.96;10.80
2018;08;26;12;00;17.23;62.00;1016.50;0.00;0.00;100.00;100.00;100.00;70.00;0.00;419.19;8.76;350.54;9.69;344.93;20.00;346.46;11.16
2018;08;26;13;00;18.22;58.00;1015.30;0.00;0.00;100.00;100.00;100.00;27.00;0.00;327.52;9.39;4.40;10.08;360.00;19.24;342.58;11.52
2018;08;26;14;00;18.47;56.00;1014.50;0.00;0.00;100.00;100.00;100.00;7.00;0.00;471.70;11.17;20.77;12.64;19.98;16.17;343.18;12.24
2018;08;26;15;00;18.23;57.00;1013.90;0.00;0.00;100.00;100.00;100.00;13.00;0.00;381.81;13.40;30.70;16.49;31.61;13.00;355.24;12.60
2018;08;26;16;00;17.58;60.00;1013.70;0.00;0.00;100.00;100.00;100.00;64.00;0.00;259.88;15.38;32.57;19.97;33.98;12.96;360.00;12.96
2018;08;26;17;00;16.55;65.00;1014.00;0.00;0.00;100.00;100.00;100.00;59.00;0.00;137.06;16.61;29.90;21.98;31.61;13.68;360.00;14.40
2018;08;26;18;00;15.28;71.00;1014.40;0.00;0.00;100.00;100.00;100.00;18.00;0.00;17.80;14.99;24.10;21.25;26.13;14.08;355.60;14.76
2018;08;26;19;00;14.53;75.00;1015.10;0.00;0.00;100.00;100.00;100.00;18.00;0.00;0.00;12.76;16.39;18.00;16.26;13.90;343.44;14.40
2018;08;26;20;00;13.83;79.00;1014.90;0.00;0.00;100.00;100.00;100.00;10.00;0.00;0.00;10.82;3.81;15.16;4.09;12.89;324.09;12.96
2018;08;26;21;00;13.24;83.00;1015.20;0.00;0.00;87.00;98.00;87.00;15.00;0.00;0.00;8.47;347.74;11.79;347.66;12.30;290.56;10.44
2018;08;26;22;00;14.04;75.00;1015.40;0.00;0.00;100.00;1.00;100.00;100.00;0.00;0.00;10.50;264.09;16.62;265.03;22.77;235.30;15.84
2018;08;26;23;00;13.58;78.00;1015.20;0.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;11.53;255.53;17.73;257.09;26.28;228.89;18.36
2018;08;27;00;00;13.20;80.00;1014.80;0.00;0.00;84.00;0.00;81.00;84.00;0.00;0.00;12.10;247.25;18.25;247.99;30.59;222.14;20.88
2018;08;27;01;00;12.50;83.00;1014.80;0.00;0.00;12.00;0.00;12.00;11.00;0.00;0.00;12.89;234.09;18.47;236.93;33.86;215.04;23.76
2018;08;27;02;00;12.10;85.00;1015.10;0.00;0.00;92.00;0.00;14.00;92.00;0.00;0.00;14.53;221.99;19.62;222.77;36.92;203.57;24.84
2018;08;27;03;00;11.88;87.00;1015.40;0.00;0.00;86.00;6.00;8.00;86.00;0.00;0.00;17.91;210.17;24.16;208.47;42.86;190.65;20.88
2018;08;27;04;00;11.01;90.00;1016.10;0.00;0.00;14.00;23.00;11.00;14.00;0.00;0.00;20.52;201.61;28.48;200.73;48.60;179.58;21.60
2018;08;27;05;00;10.71;90.00;1016.90;0.00;0.00;100.00;100.00;100.00;15.00;0.00;0.00;23.23;192.53;31.00;192.75;52.80;171.37;23.04
2018;08;27;06;00;10.60;89.00;1018.10;0.00;0.00;100.00;26.00;100.00;11.00;0.00;0.00;23.58;187.02;31.93;187.13;52.18;168.46;20.88
2018;08;27;07;00;11.31;85.00;1019.10;0.00;0.00;100.00;0.00;100.00;18.00;0.00;30.26;23.93;186.91;31.45;185.25;52.69;172.15;23.40
2018;08;27;08;00;12.78;78.00;1020.10;0.00;0.00;36.00;3.00;36.00;14.00;37.02;200.25;26.12;187.13;31.13;185.97;57.46;174.97;26.28
2018;08;27;09;00;12.69;72.00;1021.00;0.00;0.00;47.00;2.00;0.00;47.00;30.00;251.87;28.31;187.31;33.45;188.04;60.23;176.57;19.80
2018;08;27;10;00;12.90;68.00;1021.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;283.91;31.13;185.97;39.44;185.76;56.16;180.73;22.32
2018;08;27;11;00;12.01;64.00;1022.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;288.36;32.89;185.02;42.20;183.42;53.23;186.21;25.20
2018;08;27;12;00;12.74;54.00;1022.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;492.17;31.93;187.13;40.87;185.56;47.66;190.89;29.88
2018;08;27;13;00;13.25;48.00;1021.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;611.43;29.95;189.69;38.00;189.82;41.39;193.07;30.24
2018;08;27;14;00;13.37;46.00;1021.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;561.59;28.17;190.30;35.10;190.04;36.51;192.53;29.88
2018;08;27;15;00;13.10;45.00;1021.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;397.83;27.24;187.59;33.00;186.89;34.68;189.56;29.16
2018;08;27;16;00;12.71;44.00;1022.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;294.59;26.34;183.92;32.07;182.57;33.71;186.75;28.80
2018;08;27;17;00;11.34;46.00;1023.00;0.00;0.00;35.00;0.00;0.00;35.00;37.66;180.67;24.84;180.83;30.60;180.00;32.79;182.52;21.60
2018;08;27;18;00;10.82;45.00;1023.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;23.14;23.40;180.00;29.17;178.59;33.48;180.62;17.64
2018;08;27;19;00;10.42;45.00;1024.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;23.04;180.00;29.88;180.00;34.56;180.00;19.08
2018;08;27;20;00;9.89;46.00;1025.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;23.07;182.68;29.91;182.76;35.31;182.34;18.72
2018;08;27;21;00;9.59;46.00;1025.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;22.86;187.24;29.74;186.95;36.06;183.43;18.00
2018;08;27;22;00;9.97;54.00;1025.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;21.67;184.76;30.29;183.41;38.52;180.54;17.28
2018;08;27;23;00;9.73;56.00;1024.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;20.36;188.13;27.95;187.40;36.74;181.68;18.00
2018;08;28;00;00;9.70;57.00;1024.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;19.56;192.76;25.50;193.06;34.95;182.36;15.84
2018;08;28;01;00;9.31;58.00;1024.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;18.56;198.08;24.25;198.17;32.11;183.86;14.04
2018;08;28;02;00;9.03;58.00;1024.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;18.06;203.50;23.03;204.96;30.02;185.51;13.32
2018;08;28;03;00;8.90;57.00;1024.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.73;209.17;22.67;212.68;28.11;189.58;13.32
2018;08;28;04;00;8.63;57.00;1023.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.58;214.99;22.73;220.50;26.98;193.11;25.92
2018;08;28;05;00;8.19;57.00;1023.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.43;218.29;22.66;224.36;25.96;199.44;15.12
2018;08;28;06;00;7.96;56.00;1024.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.38;219.96;22.42;227.60;25.81;202.99;14.76
2018;08;28;07;00;8.27;55.00;1024.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;21.36;17.58;222.51;21.44;229.09;25.44;206.93;15.12
2018;08;28;08;00;9.25;48.00;1024.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;162.87;18.09;222.58;20.93;229.18;24.88;211.39;16.20
2018;08;28;09;00;10.05;43.00;1024.10;0.00;0.00;28.00;0.00;0.00;28.00;42.13;383.59;17.31;225.00;18.95;231.17;22.77;214.70;15.12
2018;08;28;10;00;10.97;39.00;1023.70;0.00;0.00;29.00;0.00;0.00;29.00;41.49;542.90;16.06;227.73;16.58;235.62;18.22;217.78;14.40
2018;08;28;11;00;11.88;38.00;1022.90;0.00;0.00;29.00;0.00;0.00;29.00;41.49;648.81;14.57;230.01;14.39;238.30;15.28;223.09;14.76
2018;08;28;12;00;12.66;37.00;1022.10;0.00;0.00;2.00;0.00;0.00;2.00;58.72;703.99;13.25;227.20;12.18;235.84;14.51;226.01;14.76
2018;08;28;13;00;13.20;36.00;1021.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;703.99;11.99;221.35;10.46;229.18;14.00;223.96;15.48
2018;08;28;14;00;13.43;36.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;649.70;11.59;216.16;9.22;218.66;13.76;222.88;15.48
2018;08;28;15;00;13.36;37.00;1019.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;537.56;11.27;206.57;8.85;206.57;13.78;220.76;18.72
2018;08;28;16;00;12.98;38.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;380.92;10.59;197.82;8.12;192.80;12.89;215.91;14.76
2018;08;28;17;00;11.97;43.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;193.13;9.78;186.34;7.93;177.40;11.92;208.89;16.92
2018;08;28;18;00;10.60;45.00;1020.20;0.00;0.00;3.00;0.00;0.00;3.00;34.21;24.03;9.03;175.43;9.03;156.50;11.44;208.18;17.28
2018;08;28;19;00;9.71;49.00;1020.60;0.00;0.00;13.00;0.00;0.00;13.00;0.00;0.00;8.47;167.74;9.51;150.52;10.63;208.30;10.44
2018;08;28;20;00;9.01;52.00;1021.10;0.00;0.00;3.00;0.00;0.00;3.00;0.00;0.00;8.47;167.74;10.00;149.74;9.59;214.29;10.44
2018;08;28;21;00;8.40;56.00;1021.30;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;8.05;169.70;9.66;153.43;8.71;218.29;10.08
2018;08;28;22;00;9.92;62.00;1020.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.66;168.31;13.45;164.48;8.91;194.04;5.76
2018;08;28;23;00;9.68;64.00;1020.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.36;180.00;12.32;173.29;7.24;206.57;4.68
2018;08;29;00;00;9.01;67.00;1020.00;0.00;0.00;11.00;0.00;0.00;11.00;0.00;0.00;9.03;184.57;11.89;178.26;6.62;225.00;5.04
2018;08;29;01;00;8.32;69.00;1019.60;0.00;0.00;7.00;0.00;0.00;7.00;0.00;0.00;8.56;194.62;11.18;183.69;7.20;233.13;5.40
2018;08;29;02;00;7.50;73.00;1019.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.90;204.23;10.39;194.04;8.09;249.15;5.76
2018;08;29;03;00;6.82;76.00;1019.50;0.00;0.00;3.00;0.00;0.00;3.00;0.00;0.00;7.99;215.84;9.83;203.75;9.42;263.42;5.76
2018;08;29;04;00;6.24;78.00;1019.60;0.00;0.00;5.00;0.00;0.00;5.00;0.00;0.00;7.90;223.15;9.09;213.69;10.80;270.00;6.12
2018;08;29;05;00;5.67;80.00;1019.80;0.00;0.00;5.00;0.00;0.00;5.00;0.00;0.00;7.93;230.53;8.40;223.26;12.25;271.68;4.68
2018;08;29;06;00;5.12;83.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;42.32;0.00;8.09;237.72;8.29;235.62;13.32;270.00;5.04
2018;08;29;07;00;5.33;82.00;1019.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;32.93;8.37;244.54;8.56;247.75;14.06;267.06;6.12
2018;08;29;08;00;8.54;70.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;208.26;7.75;248.20;8.47;257.74;14.87;263.05;6.84
2018;08;29;09;00;10.89;59.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;395.16;7.97;251.57;8.31;265.03;15.39;259.22;7.92
2018;08;29;10;00;12.48;49.00;1019.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;550.02;7.75;248.20;7.64;261.87;15.48;252.41;13.32
2018;08;29;11;00;13.71;42.00;1019.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;659.49;7.90;239.93;7.17;252.47;12.31;254.74;16.92
2018;08;29;12;00;14.54;39.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;714.67;8.15;225.00;6.49;236.31;11.63;248.20;18.72
2018;08;29;13;00;15.18;37.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;712.00;8.59;213.02;6.70;216.25;13.09;238.50;20.16
