Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Mean Sea Level Pressure  [MSL];Total Precipitation  [sfc];Snowfall amount raw  [sfc];Total Cloud Cover  [sfc];High Cloud Cover  [high cld lay];Medium Cloud Cover  [mid cld lay];Low Cloud Cover  [low cld lay];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [80 m above gnd];Wind Direction  [80 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb];Wind Gust  [sfc]
2018;08;20;07;00;9.52;95.00;1012.10;0.10;0.00;100.00;44.00;100.00;100.00;0.00;16.02;17.10;210.34;21.47;214.76;34.15;237.48;22.68
2018;08;20;08;00;9.38;93.00;1011.90;0.20;0.00;100.00;46.00;100.00;100.00;0.00;49.84;18.00;216.87;19.68;219.81;32.95;236.14;21.24
2018;08;20;09;00;9.54;92.00;1012.70;0.10;0.00;100.00;34.00;97.00;100.00;0.00;92.56;18.67;214.00;19.47;213.69;31.85;235.59;22.32
2018;08;20;10;00;9.71;92.00;1013.30;0.00;0.00;100.00;36.00;100.00;100.00;0.00;107.69;19.88;211.68;21.61;209.98;31.56;235.22;23.04
2018;08;20;11;00;9.73;93.00;1013.00;0.10;0.00;100.00;28.00;100.00;100.00;0.00;107.69;20.77;207.90;23.51;207.35;33.12;232.51;24.12
2018;08;20;12;00;10.42;93.00;1012.10;0.30;0.00;100.00;22.00;60.00;100.00;0.00;95.23;20.14;208.86;23.85;208.89;37.97;222.31;25.56
2018;08;20;13;00;10.41;93.00;1011.90;0.20;0.00;100.00;24.00;35.00;100.00;0.00;103.24;19.83;209.36;23.36;208.54;37.73;221.91;25.20
2018;08;20;14;00;10.32;93.00;1012.00;0.20;0.00;100.00;20.00;36.00;100.00;0.00;105.02;19.65;208.44;22.07;208.24;36.69;222.61;24.48
2018;08;20;15;00;10.26;93.00;1011.20;0.20;0.00;100.00;32.00;56.00;100.00;0.00;106.80;19.34;204.18;22.41;203.68;35.94;222.16;24.12
2018;08;20;16;00;10.34;93.00;1011.40;0.40;0.00;100.00;33.00;84.00;100.00;0.00;96.12;19.59;200.43;23.60;201.48;35.67;222.55;24.84
2018;08;20;17;00;10.37;93.00;1011.80;0.60;0.00;100.00;0.00;50.00;100.00;0.00;78.32;19.47;199.44;23.60;201.48;34.71;220.79;24.48
2018;08;20;18;00;10.29;93.00;1010.90;0.60;0.00;100.00;0.00;58.00;100.00;0.00;64.97;19.01;198.78;23.26;201.80;33.65;214.54;23.76
2018;08;20;19;00;10.10;93.00;1010.70;0.60;0.00;100.00;0.00;62.00;100.00;0.00;50.73;18.58;201.60;23.07;202.96;33.22;209.90;23.40
2018;08;20;20;00;9.86;94.00;1010.30;0.50;0.00;100.00;0.00;58.00;100.00;0.00;31.15;17.65;200.28;22.00;201.10;31.56;207.15;21.96
2018;08;20;21;00;9.66;94.00;1009.90;0.50;0.00;100.00;0.00;65.00;100.00;0.00;12.46;16.62;197.65;21.41;199.65;30.75;205.67;20.52
2018;08;20;22;00;9.57;95.00;1009.70;0.60;0.00;100.00;0.00;100.00;100.00;0.00;0.00;16.28;198.03;20.86;201.25;32.69;205.44;21.24
2018;08;20;23;00;9.54;94.00;1009.70;0.70;0.00;100.00;0.00;100.00;100.00;0.00;0.00;15.48;197.59;20.06;201.04;33.37;203.52;21.24
2018;08;21;00;00;9.49;95.00;1009.80;0.50;0.00;100.00;0.00;80.00;100.00;0.00;0.00;14.80;198.43;19.39;201.80;32.20;206.57;20.52
2018;08;21;01;00;9.41;96.00;1009.30;0.40;0.00;100.00;36.00;99.00;100.00;0.00;0.00;14.35;197.53;19.05;202.20;30.95;209.25;19.80
2018;08;21;02;00;9.44;96.00;1009.50;0.50;0.00;100.00;42.00;100.00;100.00;0.00;0.00;13.55;196.99;18.39;203.05;29.83;209.66;19.44
2018;08;21;03;00;9.38;96.00;1008.60;0.50;0.00;100.00;38.00;100.00;100.00;0.00;0.00;12.86;197.93;17.55;205.51;27.60;210.58;18.36
2018;08;21;04;00;9.32;96.00;1007.70;1.00;0.00;100.00;24.00;100.00;100.00;0.00;0.00;12.57;203.63;17.29;211.37;25.07;215.06;17.64
2018;08;21;05;00;9.21;96.00;1007.40;0.90;0.00;100.00;0.00;100.00;100.00;0.00;0.00;12.39;215.54;16.55;224.12;23.71;221.92;17.64
2018;08;21;06;00;8.94;96.00;1006.90;0.60;0.00;100.00;0.00;92.00;100.00;0.00;0.00;10.70;227.73;13.58;237.99;20.37;223.57;14.76
2018;08;21;07;00;8.92;93.00;1006.80;0.20;0.00;100.00;0.00;55.00;100.00;0.00;26.70;9.39;237.53;8.89;248.63;18.28;212.12;14.04
2018;08;21;08;00;9.00;91.00;1006.60;0.20;0.00;100.00;0.00;1.00;100.00;0.00;66.75;8.79;235.01;6.92;242.10;19.01;204.62;12.24
2018;08;21;09;00;9.21;89.00;1007.10;0.30;0.00;100.00;0.00;0.00;100.00;0.00;89.00;7.70;232.59;5.50;238.39;18.03;206.05;11.52
2018;08;21;10;00;9.42;87.00;1007.30;0.30;0.00;100.00;0.00;0.00;100.00;0.00;126.38;7.29;237.09;5.15;245.22;16.61;209.90;10.80
2018;08;21;11;00;9.45;87.00;1006.50;0.30;0.00;100.00;0.00;0.00;100.00;0.00;148.63;6.95;248.75;5.80;262.87;15.19;211.43;10.08
