Year,Month,Day,Hour,Minute,Temperature  [2 m above gnd],Relative Humidity  [2 m above gnd],Mean Sea Level Pressure  [MSL],Total Precipitation  [sfc],Snowfall amount raw  [sfc],Total Cloud Cover  [sfc],High Cloud Cover  [high cld lay],Medium Cloud Cover  [mid cld lay],Low Cloud Cover  [low cld lay],Sunshine Duration  [sfc],Shortwave Radiation  [sfc],Wind Speed  [10 m above gnd],Wind Direction  [10 m above gnd],Wind Speed  [80 m above gnd],Wind Direction  [80 m above gnd],Wind Speed  [900 mb],Wind Direction  [900 mb],Wind Gust  [sfc]
2018,8,9,5,0,24.10,94.00,1018.00,0.00,0.00,100.00,89.00,100.00,0.00,0.00,0.00,17.46,81.70,25.92,80.41,23.40,90.00,15.12
2018,8,9,6,0,23.78,94.00,1018.00,0.00,0.00,30.00,100.00,0.00,0.00,0.00,0.00,16.98,85.14,25.01,83.39,24.84,90.00,25.20
2018,8,9,7,0,23.61,95.00,1018.20,0.00,0.00,30.00,100.00,0.00,0.00,39.43,0.00,16.92,88.78,24.50,87.47,25.93,91.59,25.56
2018,8,9,8,0,24.83,89.00,1018.30,0.00,0.00,0.00,0.00,0.00,0.00,60.00,65.86,18.43,102.41,23.86,101.31,18.06,94.57,27.36
2018,8,9,9,0,27.62,76.00,1018.70,0.00,0.00,6.00,0.00,0.00,6.00,56.17,274.12,21.07,106.89,21.31,105.68,19.30,98.58,23.40
2018,8,9,10,0,29.32,65.00,1018.80,0.00,0.00,6.00,0.00,1.00,6.00,56.17,483.27,20.06,111.04,19.69,108.10,19.56,102.76,19.80
2018,8,9,11,0,31.12,57.00,1019.00,0.00,0.00,12.00,0.00,2.00,12.00,52.34,659.49,17.58,112.89,17.31,106.93,19.14,106.39,18.00
2018,8,9,12,0,32.57,53.00,1018.60,0.00,0.00,7.00,0.00,2.00,7.00,55.53,792.10,15.32,113.55,14.93,105.38,19.01,108.78,16.56
2018,8,9,13,0,33.80,48.00,1018.20,0.00,0.00,58.00,0.00,58.00,2.00,22.98,875.76,12.72,115.11,12.85,101.31,18.53,114.08,14.76
2018,8,9,14,0,34.48,46.00,1017.90,0.00,0.00,68.00,0.00,68.00,0.00,16.60,900.68,9.90,109.09,11.16,90.00,16.61,119.90,12.60
2018,8,9,15,0,34.85,46.00,1017.20,0.00,0.00,64.00,0.00,64.00,0.00,19.15,873.98,7.95,95.19,10.74,76.43,8.94,139.90,9.00
2018,8,9,16,0,34.81,47.00,1016.60,0.00,0.00,53.00,0.00,53.00,6.00,26.17,800.11,7.28,81.47,11.27,63.43,8.15,135.00,7.56
2018,8,9,17,0,34.28,50.00,1016.70,0.00,0.00,39.00,0.00,39.00,15.00,35.11,648.81,7.57,64.65,11.89,54.87,6.88,137.12,5.76
2018,8,9,18,0,33.48,54.00,1016.80,0.00,0.00,16.00,0.00,16.00,10.00,49.79,487.72,8.91,46.64,12.98,46.12,4.07,135.00,5.04
2018,8,9,19,0,32.28,59.00,1017.70,0.00,0.00,10.00,0.00,6.00,10.00,53.62,304.38,11.53,38.66,15.82,41.31,2.88,90.00,6.84
2018,8,9,20,0,29.73,71.00,1018.10,0.00,0.00,2.00,2.00,0.00,2.00,7.19,109.47,14.11,37.75,20.93,40.82,4.58,45.00,7.92
2018,8,9,21,0,28.00,79.00,1018.90,0.00,0.00,4.00,4.00,0.00,4.00,0.00,0.00,18.12,40.97,27.50,46.06,8.21,37.87,12.60
2018,8,9,22,0,26.93,85.00,1019.50,0.00,0.00,7.00,10.00,0.00,7.00,0.00,0.00,19.86,46.47,32.05,51.84,11.30,37.23,15.48
2018,8,9,23,0,26.29,88.00,1019.90,0.00,0.00,17.00,10.00,0.00,17.00,0.00,0.00,20.75,51.34,32.55,57.19,13.28,40.60,19.08
2018,8,10,0,0,26.05,89.00,1019.70,0.00,0.00,23.00,2.00,0.00,23.00,0.00,0.00,20.57,57.14,30.43,62.53,14.26,47.05,18.36
2018,8,10,1,0,25.56,92.00,1019.00,0.00,0.00,17.00,2.00,0.00,17.00,0.00,0.00,19.64,63.90,27.75,67.09,14.69,53.97,17.64
2018,8,10,2,0,25.03,94.00,1018.60,0.00,0.00,8.00,10.00,0.00,8.00,0.00,0.00,17.99,70.11,25.28,72.60,14.83,60.95,18.72
2018,8,10,3,0,24.45,96.00,1018.30,0.00,0.00,8.00,22.00,0.00,8.00,0.00,0.00,15.89,76.91,22.45,77.97,14.01,64.09,15.12
2018,8,10,4,0,23.96,97.00,1017.90,0.00,0.00,7.80,26.00,0.00,0.00,0.00,0.00,14.51,82.87,20.28,83.88,13.38,66.19,22.68
2018,8,10,5,0,23.52,97.00,1017.90,0.00,0.00,8.10,27.00,0.00,0.00,0.00,0.00,13.70,86.99,18.37,87.75,13.05,65.56,19.80
2018,8,10,6,0,23.14,96.00,1017.90,0.00,0.00,6.30,21.00,0.00,0.00,0.00,0.00,12.96,90.00,17.64,91.17,12.88,63.43,19.80
2018,8,10,7,0,22.75,96.00,1018.00,0.00,0.00,4.50,15.00,1.00,0.00,54.75,0.00,12.62,93.27,17.29,92.39,13.04,62.02,19.44
2018,8,10,8,0,24.29,90.00,1017.20,0.00,0.00,8.00,0.00,0.00,8.00,54.89,68.53,12.32,83.29,16.39,81.16,15.91,52.35,12.96
2018,8,10,9,0,27.55,79.00,1017.30,0.00,0.00,19.00,0.00,0.00,19.00,47.87,279.46,15.16,85.91,15.68,80.75,17.58,55.01,15.84
2018,8,10,10,0,29.42,68.00,1017.50,0.00,0.00,14.00,0.00,0.00,14.00,51.06,485.94,15.94,83.52,16.60,77.47,18.78,57.53,16.20
2018,8,10,11,0,31.09,60.00,1018.20,0.00,0.00,20.00,0.00,0.00,20.00,47.23,665.72,15.54,76.61,16.98,68.88,20.19,58.86,15.84
2018,8,10,12,0,32.37,56.00,1017.70,0.00,0.00,13.00,0.00,0.00,13.00,51.70,802.78,15.32,66.45,18.71,59.98,21.09,62.56,16.20
2018,8,10,13,0,33.35,53.00,1017.40,0.00,0.00,15.00,0.00,0.00,15.00,50.43,892.67,16.08,55.95,21.03,51.95,20.47,66.14,16.92
2018,8,10,14,0,33.91,51.00,1017.10,0.00,0.00,17.00,0.00,0.00,17.00,49.15,857.07,17.58,47.49,23.71,48.08,16.92,66.16,18.00
2018,8,10,15,0,33.82,51.00,1016.60,0.00,0.00,23.00,0.00,0.00,23.00,45.32,634.57,18.84,43.45,25.48,47.29,17.88,64.98,19.44
2018,8,10,16,0,33.56,50.00,1016.40,0.00,0.00,10.00,0.00,0.00,10.00,53.62,566.93,20.66,41.47,26.99,46.08,18.36,61.93,21.24
2018,8,10,17,0,33.07,50.00,1016.20,0.00,0.00,10.00,0.00,0.00,10.00,53.62,569.60,21.67,41.63,27.76,46.58,19.16,61.99,21.24
2018,8,10,18,0,32.11,53.00,1015.90,0.00,0.00,16.00,0.00,0.00,16.00,49.79,437.88,21.92,42.34,28.78,46.52,18.68,62.45,21.60
2018,8,10,19,0,30.69,59.00,1016.50,0.00,0.00,10.00,0.00,0.00,10.00,53.62,297.26,21.38,45.00,27.57,49.24,18.20,65.46,20.52
2018,8,10,20,0,28.47,68.00,1017.10,0.00,0.00,10.00,0.00,0.00,10.00,5.93,94.34,18.63,48.92,25.99,53.45,17.11,67.75,19.44
2018,8,10,21,0,26.07,80.00,1017.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.78,54.61,25.50,59.45,15.94,71.57,17.64
2018,8,10,22,0,24.95,87.00,1018.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.68,58.13,24.32,64.57,15.03,73.30,16.56
2018,8,10,23,0,24.21,91.00,1018.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.33,64.72,22.00,68.90,13.56,79.29,14.40
2018,8,11,0,0,23.65,95.00,1018.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.64,70.02,19.83,74.20,11.93,84.81,12.60
2018,8,11,1,0,23.36,95.00,1017.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.53,75.53,17.23,79.16,9.73,92.12,11.16
2018,8,11,2,0,23.20,95.00,1017.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.39,75.96,14.97,80.31,7.95,95.19,10.08
2018,8,11,3,0,23.20,94.00,1017.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.61,77.01,13.20,79.00,6.49,93.18,9.36
2018,8,11,4,0,23.22,93.00,1017.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.35,74.36,12.22,76.37,5.40,90.00,9.72
2018,8,11,5,0,23.24,92.00,1017.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.57,70.20,12.18,71.03,5.48,66.80,9.00
2018,8,11,6,0,23.14,92.00,1017.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.03,68.96,13.78,70.14,6.70,53.75,8.28
2018,8,11,7,0,22.93,93.00,1017.10,0.00,0.00,0.00,0.00,0.00,0.00,57.10,0.00,11.50,69.86,15.38,73.69,8.89,58.24,8.64
2018,8,11,8,0,24.60,83.00,1017.20,0.00,0.00,0.90,3.00,0.00,0.00,59.43,66.75,10.14,96.12,14.21,98.75,16.22,87.46,16.20
2018,8,11,9,0,27.85,69.00,1017.60,0.00,0.00,3.30,11.00,0.00,0.00,57.89,282.13,13.04,96.34,13.72,94.51,16.94,87.56,16.56
2018,8,11,10,0,29.64,61.00,1017.70,0.00,0.00,1.50,5.00,0.00,0.00,59.04,480.60,14.04,90.00,14.80,85.82,17.70,85.33,14.76
2018,8,11,11,0,31.17,55.00,1018.00,0.00,0.00,0.30,1.00,0.00,0.00,59.81,651.48,13.80,74.88,15.38,69.44,17.87,80.73,14.04
2018,8,11,12,0,32.26,50.00,1018.00,0.00,0.00,10.00,0.00,0.00,10.00,53.62,763.62,14.83,60.95,18.17,56.31,14.71,68.46,15.84
2018,8,11,13,0,31.44,50.00,1018.30,0.00,0.00,10.00,0.00,0.00,10.00,53.62,623.89,15.58,49.69,20.93,49.18,15.00,59.74,16.56
2018,8,11,14,0,30.90,54.00,1018.10,0.30,0.00,90.00,0.00,90.00,90.00,2.55,419.19,16.06,47.73,22.26,50.91,15.50,59.26,16.56
2018,8,11,15,0,28.83,66.00,1018.20,0.70,0.00,93.00,0.00,93.00,93.00,0.64,194.02,14.80,48.95,20.02,52.31,14.58,57.09,14.76
2018,8,11,16,0,28.25,69.00,1018.00,0.60,0.00,100.00,96.00,100.00,96.00,0.00,192.24,13.68,54.64,17.73,60.83,13.53,61.39,13.68
2018,8,11,17,0,27.94,70.00,1017.40,0.10,0.00,100.00,0.00,100.00,0.00,0.00,160.20,13.20,64.13,17.53,70.82,13.71,66.80,13.68
2018,8,11,18,0,28.03,70.00,1017.30,0.10,0.00,100.00,0.00,100.00,0.00,0.00,146.85,13.44,69.62,15.98,75.65,12.43,67.89,13.32
2018,8,11,19,0,27.97,70.00,1017.50,0.00,0.00,100.00,0.00,100.00,10.00,0.00,125.49,12.66,75.17,15.89,76.91,12.25,65.70,12.96
2018,8,11,20,0,26.47,76.00,1017.50,0.00,0.00,100.00,0.00,100.00,0.00,0.00,72.98,11.72,79.38,15.99,82.23,12.30,69.44,12.96
2018,8,11,21,0,25.57,80.00,1017.60,0.00,0.00,100.00,2.00,100.00,2.00,0.00,0.00,11.57,84.64,16.22,87.46,11.53,75.53,13.32
2018,8,11,22,0,24.54,84.00,1018.20,0.00,0.00,8.00,3.00,8.00,0.00,0.00,0.00,11.16,90.00,16.20,90.00,11.61,82.87,9.72
2018,8,11,23,0,24.15,85.00,1018.60,0.00,0.00,3.00,2.00,3.00,0.00,0.00,0.00,10.50,95.91,15.27,98.13,10.45,91.97,14.40
2018,8,12,0,0,24.04,85.00,1018.40,0.00,0.00,3.00,2.00,3.00,0.00,0.00,0.00,9.69,105.07,14.49,104.38,9.47,98.75,14.04
2018,8,12,1,0,23.79,85.00,1018.20,0.00,0.00,8.00,20.00,8.00,0.00,0.00,0.00,9.23,110.56,13.90,106.56,8.91,104.04,13.32
2018,8,12,2,0,23.86,83.00,1018.10,0.00,0.00,7.50,25.00,6.00,0.00,0.00,0.00,7.75,111.80,11.77,113.43,6.95,111.25,11.52
2018,8,12,3,0,23.68,83.00,1017.80,0.00,0.00,13.00,25.00,13.00,0.00,0.00,0.00,6.44,116.57,9.83,118.44,4.51,118.61,9.00
2018,8,12,4,0,23.48,84.00,1017.60,0.00,0.00,20.00,20.00,20.00,0.00,0.00,0.00,5.80,119.74,8.89,121.76,3.55,113.96,8.28
2018,8,12,5,0,23.24,84.00,1017.60,0.00,0.00,29.00,12.00,29.00,0.00,0.00,0.00,5.80,119.74,8.71,128.29,3.22,116.57,8.28
2018,8,12,6,0,22.99,85.00,1017.70,0.00,0.00,9.00,9.00,9.00,2.00,0.00,0.00,5.69,124.70,8.40,136.74,2.90,119.74,8.28
2018,8,12,7,0,22.68,86.00,1017.90,0.00,0.00,13.00,42.00,13.00,2.00,48.86,0.00,5.90,127.57,8.67,138.37,3.60,126.87,8.28
2018,8,12,8,0,25.80,78.00,1018.60,0.00,0.00,100.00,18.00,100.00,0.00,0.00,66.75,13.04,117.98,18.36,115.56,16.75,118.22,14.04
2018,8,12,9,0,28.24,69.00,1018.50,0.20,0.00,100.00,22.00,100.00,80.00,0.00,236.74,14.69,120.96,16.92,113.84,17.17,123.02,16.20
2018,8,12,10,0,28.38,71.00,1018.60,0.40,0.00,100.00,93.00,100.00,93.00,0.00,163.76,13.10,127.18,13.71,119.93,14.51,133.99,13.32
2018,8,12,11,0,27.33,74.00,1019.40,1.10,0.00,100.00,100.00,100.00,100.00,0.00,112.14,12.26,139.76,14.51,136.01,14.69,149.04,11.88
2018,8,12,12,0,27.23,73.00,1019.60,0.50,0.00,100.00,100.00,100.00,93.00,0.00,133.50,11.30,149.35,13.71,150.07,15.04,158.96,11.16
2018,8,12,13,0,27.26,71.00,1020.00,0.20,0.00,100.00,100.00,100.00,62.00,0.00,145.96,11.44,155.85,13.91,158.75,15.73,164.05,12.60
2018,8,12,14,0,27.43,69.00,1019.80,0.20,0.00,100.00,63.00,100.00,74.00,0.00,191.35,13.24,157.62,14.59,164.25,17.30,167.99,15.12
2018,8,12,15,0,27.49,67.00,1019.60,0.10,0.00,100.00,53.00,100.00,79.00,0.00,202.92,14.04,157.38,15.26,160.71,18.60,165.43,16.20
2018,8,12,16,0,27.35,68.00,1019.30,0.20,0.00,100.00,38.00,100.00,85.00,0.00,184.23,14.80,161.57,16.97,162.72,20.97,168.11,17.64
2018,8,12,17,0,27.20,69.00,1018.60,0.10,0.00,100.00,17.00,100.00,3.00,0.00,164.65,14.33,168.41,16.45,169.92,22.37,176.31,17.64
2018,8,12,18,0,27.82,65.00,1018.20,0.00,0.00,100.00,5.00,100.00,0.00,0.00,195.80,14.42,177.14,16.20,180.00,23.54,186.15,16.56
2018,8,12,19,0,27.73,63.00,1017.90,0.00,0.00,100.00,3.00,100.00,1.00,0.00,213.60,13.36,184.64,15.58,186.63,24.80,193.43,16.56
2018,8,12,20,0,26.10,71.00,1018.10,0.00,0.00,100.00,3.00,100.00,0.00,0.00,77.43,11.37,190.95,14.69,191.31,24.03,196.53,15.12
2018,8,12,21,0,24.91,77.00,1018.40,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,10.31,192.09,13.56,190.71,22.55,196.70,13.68
2018,8,12,22,0,24.37,80.00,1018.60,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,9.06,186.84,11.61,187.13,20.00,193.54,11.88
2018,8,12,23,0,24.17,82.00,1019.20,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,7.21,177.14,9.36,180.00,17.37,185.95,9.72
2018,8,13,0,0,24.14,82.00,1019.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,6.15,159.44,7.86,164.05,15.16,175.91,8.28
2018,8,13,1,0,24.06,82.00,1018.70,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,5.62,140.19,7.15,139.09,13.80,164.88,9.00
2018,8,13,2,0,23.97,82.00,1018.50,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,5.80,119.74,7.59,121.43,13.20,154.13,8.64
2018,8,13,3,0,23.84,83.00,1018.40,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,6.38,106.39,7.97,108.43,12.68,145.41,9.00
2018,8,13,4,0,23.79,82.00,1018.20,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,6.85,93.01,8.67,94.76,11.71,135.00,9.36
2018,8,13,5,0,23.70,82.00,1018.10,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,7.56,90.00,9.72,90.00,12.60,126.87,9.72
2018,8,13,6,0,23.57,82.00,1018.30,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,8.65,92.39,11.18,93.69,14.08,122.47,11.16
2018,8,13,7,0,23.42,82.00,1018.40,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,8.47,102.26,11.79,102.34,15.08,123.31,11.88
2018,8,13,8,0,26.35,81.00,1018.70,0.00,0.00,100.00,100.00,100.00,0.00,0.00,58.74,8.67,85.24,14.04,90.00,8.94,130.10,14.40
2018,8,13,9,0,29.02,71.00,1018.10,0.00,0.00,94.00,87.00,94.00,0.00,0.00,250.09,11.90,86.53,15.50,87.34,9.90,109.09,10.80
2018,8,13,10,0,29.58,72.00,1018.60,0.80,0.00,97.00,97.00,97.00,97.00,0.00,233.18,15.94,96.48,19.11,93.24,13.80,105.12,14.04
2018,8,13,11,0,27.59,77.00,1019.50,2.10,0.00,100.00,100.00,100.00,100.00,0.00,95.23,21.41,109.65,27.66,108.20,23.13,110.97,18.00
2018,8,13,12,0,27.34,77.00,1020.20,1.50,0.00,100.00,100.00,100.00,100.00,0.00,131.72,22.88,114.15,28.28,111.67,26.18,108.43,21.60
2018,8,13,13,0,27.00,77.00,1020.00,0.90,0.00,100.00,100.00,100.00,76.00,0.00,139.73,19.19,113.20,22.33,110.77,21.54,99.62,20.16
2018,8,13,14,0,27.54,74.00,1019.10,0.00,0.00,100.00,100.00,100.00,0.00,0.00,159.31,13.49,99.21,13.14,99.46,14.78,87.21,16.56
2018,8,13,15,0,28.24,68.00,1018.00,0.00,0.00,100.00,100.00,100.00,2.00,0.00,297.26,12.22,76.37,13.10,74.05,13.91,79.56,15.48
2018,8,13,16,0,28.83,65.00,1017.20,0.00,0.00,100.00,100.00,100.00,3.00,0.00,314.17,13.24,67.62,14.84,67.17,15.46,77.91,14.76
2018,8,13,17,0,29.45,61.00,1016.50,0.00,0.00,100.00,100.00,100.00,2.00,0.00,309.72,14.51,66.61,16.60,65.66,17.65,78.23,14.40
2018,8,13,18,0,29.78,59.00,1016.00,0.00,0.00,100.00,100.00,100.00,0.00,0.00,295.48,15.98,67.48,18.86,66.37,20.55,78.89,15.12
2018,8,13,19,0,29.75,59.00,1016.30,0.00,0.00,95.00,26.00,95.00,0.00,0.00,256.32,16.65,68.43,20.06,68.96,22.55,81.74,15.48
2018,8,13,20,0,27.31,70.00,1016.80,0.00,0.00,60.00,0.00,60.00,0.00,1.61,101.46,15.04,68.96,21.19,69.10,24.29,83.19,13.68
2018,8,13,21,0,25.61,77.00,1017.50,0.00,0.00,40.00,0.00,40.00,0.00,0.00,0.00,15.32,66.45,22.46,68.37,25.76,82.78,14.04
2018,8,13,22,0,24.78,82.00,1018.10,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,15.51,68.20,23.34,70.17,26.08,83.66,14.40
2018,8,13,23,0,24.29,85.00,1018.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.94,71.57,24.38,73.71,26.70,86.13,14.76
2018,8,14,0,0,23.95,87.00,1018.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.97,72.72,25.76,74.60,26.68,86.91,15.48
2018,8,14,1,0,23.66,88.00,1017.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.45,72.98,28.04,74.36,27.40,86.99,16.56
2018,8,14,2,0,23.35,90.00,1017.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,75.43,30.82,75.80,29.27,85.06,17.64
2018,8,14,3,0,22.98,92.00,1016.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,82.03,28.31,82.69,29.16,89.29,23.76
2018,8,14,4,0,22.65,94.00,1017.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.37,87.75,27.72,89.26,30.26,92.05,17.28
2018,8,14,5,0,22.47,95.00,1017.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,88.85,27.38,87.74,30.98,92.00,17.28
2018,8,14,6,0,22.26,95.00,1017.20,0.00,0.00,0.30,1.00,0.00,0.00,0.00,0.00,17.28,88.81,25.22,87.55,29.53,91.40,25.20
2018,8,14,7,0,22.10,95.00,1017.10,0.00,0.00,3.30,11.00,0.00,0.00,53.96,0.00,17.28,90.00,25.56,90.00,30.29,93.41,16.92
2018,8,14,8,0,25.46,84.00,1017.10,0.00,0.00,9.30,31.00,5.00,0.00,54.06,69.42,16.07,105.59,23.24,106.19,25.70,101.31,19.80
2018,8,14,9,0,28.21,71.00,1017.10,0.00,0.00,8.70,29.00,1.00,0.00,54.45,275.90,19.35,108.43,21.07,109.98,25.42,102.26,21.24
2018,8,14,10,0,29.65,63.00,1017.70,0.00,0.00,5.00,8.00,5.00,0.00,56.81,474.37,18.51,103.50,19.00,99.82,23.68,98.75,17.28
2018,8,14,11,0,31.08,55.00,1017.70,0.00,0.00,4.00,10.00,4.00,0.00,57.45,647.03,17.82,98.13,19.13,94.32,24.29,101.98,17.64
2018,8,14,12,0,32.26,50.00,1017.10,0.00,0.00,4.00,10.00,4.00,0.00,57.45,779.64,16.92,91.22,19.45,87.88,20.87,105.00,16.92
2018,8,14,13,0,33.24,46.00,1016.50,0.00,0.00,3.30,11.00,2.00,0.00,57.89,866.86,16.95,86.35,20.06,80.71,18.08,102.65,16.20
2018,8,14,14,0,33.77,44.00,1016.00,0.00,0.00,10.00,8.00,0.00,10.00,53.62,880.21,17.23,79.16,21.41,73.39,17.58,100.62,16.20
2018,8,14,15,0,34.11,42.00,1015.40,0.00,0.00,10.00,8.00,0.00,10.00,53.62,828.59,17.81,75.96,22.88,70.71,17.11,98.47,15.48
2018,8,14,16,0,34.03,42.00,1014.70,0.00,0.00,10.00,9.00,0.00,10.00,53.62,754.72,17.87,71.20,23.73,67.71,16.30,96.34,15.12
2018,8,14,17,0,33.68,44.00,1014.60,0.00,0.00,10.00,9.00,0.00,10.00,53.62,633.68,19.01,71.22,24.87,67.89,16.66,96.20,15.48
2018,8,14,18,0,31.87,51.00,1014.20,0.10,0.00,80.00,80.00,80.00,80.00,8.94,285.69,19.59,69.57,25.34,67.44,16.75,98.65,15.48
2018,8,14,19,0,30.58,60.00,1014.70,0.00,0.00,54.00,12.00,54.00,54.00,25.53,107.69,19.81,70.91,26.67,68.63,18.08,102.65,13.68
2018,8,14,20,0,28.63,68.00,1014.90,0.00,0.00,10.00,12.00,0.00,10.00,3.29,80.99,19.14,73.61,28.35,72.26,18.86,103.24,12.60
2018,8,14,21,0,27.32,79.00,1015.80,0.50,0.00,67.00,9.00,67.00,67.00,0.00,0.00,19.30,75.96,30.30,76.95,19.14,106.39,13.32
2018,8,14,22,0,26.16,86.00,1016.50,0.10,0.00,75.00,9.00,75.00,75.00,0.00,0.00,20.19,78.69,33.68,79.53,20.97,105.95,14.40
2018,8,14,23,0,26.01,89.00,1017.00,0.40,0.00,81.00,10.00,81.00,81.00,0.00,0.00,19.52,84.71,30.68,85.96,20.14,114.27,14.04
2018,8,15,0,0,25.24,93.00,1016.70,0.00,0.00,10.00,12.00,0.00,10.00,0.00,0.00,19.08,90.00,30.96,90.00,20.32,119.74,14.40
2018,8,15,1,0,24.81,93.00,1016.50,0.00,0.00,18.00,33.00,2.00,18.00,0.00,0.00,18.36,90.00,28.80,89.28,17.07,117.65,15.12
2018,8,15,2,0,24.82,93.00,1016.30,0.00,0.00,100.00,31.00,4.00,100.00,0.00,0.00,19.08,88.92,32.05,88.71,18.12,110.96,19.80
2018,8,15,3,0,25.03,91.00,1016.10,0.10,0.00,42.00,100.00,42.00,41.00,0.00,0.00,18.42,94.48,29.34,96.34,16.75,118.22,25.92
2018,8,15,4,0,24.40,92.00,1016.20,0.00,0.00,30.00,100.00,3.00,8.00,0.00,0.00,17.82,98.13,27.82,100.44,16.90,116.57,21.96
2018,8,15,5,0,23.77,94.00,1016.40,0.00,0.00,13.50,45.00,0.00,0.00,0.00,0.00,17.46,98.30,27.05,99.96,18.12,110.96,22.32
2018,8,15,6,0,23.34,95.00,1016.70,0.00,0.00,14.40,48.00,0.00,2.00,0.00,0.00,16.04,99.04,24.72,102.62,18.46,110.56,18.36
2018,8,15,7,0,23.05,95.00,1016.80,0.00,0.00,15.00,50.00,0.00,13.00,46.67,0.00,15.94,96.48,21.67,101.50,18.21,108.43,15.84
2018,8,15,8,0,24.72,87.00,1016.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,59.63,17.19,109.57,24.70,108.70,31.58,118.61,27.72
2018,8,15,9,0,28.33,72.00,1017.20,0.00,0.00,4.80,16.00,0.00,0.00,56.94,270.56,20.39,110.67,22.67,110.45,32.36,122.28,25.56
2018,8,15,10,0,29.83,63.00,1017.50,0.00,0.00,10.00,10.00,0.00,10.00,53.62,453.01,23.81,110.35,26.53,108.19,32.55,122.81,25.20
2018,8,15,11,0,31.06,56.00,1018.00,0.00,0.00,10.00,15.00,0.00,10.00,53.62,610.54,23.34,107.04,26.37,104.23,32.24,119.43,25.56
2018,8,15,12,0,32.07,52.00,1017.30,0.00,0.00,10.00,8.00,0.00,10.00,53.62,734.25,20.72,107.18,23.58,102.34,25.44,116.93,23.04
2018,8,15,13,0,32.97,49.00,1017.10,0.00,0.00,10.00,3.00,0.00,10.00,53.62,813.46,17.38,103.17,19.92,96.23,18.85,118.52,20.16
2018,8,15,14,0,33.54,47.00,1016.40,0.00,0.00,10.00,2.00,0.00,10.00,53.62,844.61,15.63,97.94,18.72,90.00,17.07,117.65,18.72
2018,8,15,15,0,31.06,55.00,1016.60,0.20,0.00,85.00,100.00,85.00,85.00,5.74,326.63,13.49,99.21,16.60,93.73,16.99,126.38,16.92
2018,8,15,16,0,30.70,58.00,1016.20,0.00,0.00,100.00,100.00,100.00,70.00,0.00,145.07,13.04,96.34,14.76,91.40,16.43,118.81,15.84
2018,8,15,17,0,30.68,54.00,1016.20,0.00,0.00,100.00,100.00,100.00,10.00,0.00,202.92,12.96,90.00,15.50,87.34,15.72,110.10,15.84
2018,8,15,18,0,30.64,53.00,1016.40,0.00,0.00,100.00,100.00,100.00,55.00,0.00,218.05,12.32,83.29,14.49,75.62,14.15,97.31,13.32
2018,8,15,19,0,30.00,60.00,1016.60,0.10,0.00,100.00,100.00,100.00,73.00,0.00,90.78,11.37,79.05,15.04,68.96,14.76,88.60,12.24
2018,8,15,20,0,28.82,63.00,1016.40,0.00,0.00,100.00,100.00,100.00,0.00,0.00,33.82,11.72,79.38,15.48,72.41,16.24,93.81,8.64
2018,8,15,21,0,26.73,81.00,1015.90,0.00,0.00,100.00,100.00,100.00,0.00,0.00,0.00,13.32,108.92,14.81,115.94,15.68,121.87,11.88
2018,8,15,22,0,26.16,84.00,1016.30,0.00,0.00,1.20,4.00,0.00,0.00,0.00,0.00,15.16,85.91,18.00,88.85,18.81,95.49,12.96
2018,8,15,23,0,25.57,88.00,1017.60,0.40,0.00,94.00,29.00,94.00,94.00,0.00,0.00,17.73,84.17,23.32,81.12,24.49,91.68,12.60
