Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Total Precipitation daily sum [sfc];Snowfall amount raw daily sum [sfc];Total Cloud Cover daily mean [sfc];High Cloud Cover daily mean [high cld lay];Medium Cloud Cover daily mean [mid cld lay];Low Cloud Cover daily mean [low cld lay];Sunshine Duration daily sum [sfc];Shortwave Radiation daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Wind Speed daily mean [80 m above gnd];Wind Direction daily mean [80 m above gnd];Wind Speed daily mean [900 mb];Wind Direction daily mean [900 mb];Wind Gust daily mean [sfc];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL];Total Cloud Cover daily max [sfc];Total Cloud Cover daily min [sfc];High Cloud Cover daily max [high cld lay];High Cloud Cover daily min [high cld lay];Medium Cloud Cover daily max [mid cld lay];Medium Cloud Cover daily min [mid cld lay];Low Cloud Cover daily max [low cld lay];Low Cloud Cover daily min [low cld lay];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd];Wind Speed daily max [80 m above gnd];Wind Speed daily min [80 m above gnd];Wind Speed daily max [900 mb];Wind Speed daily min [900 mb];Wind Gust daily max [sfc];Wind Gust daily min [sfc]
2018;08;17;00;00;12.30;61.75;1029.18;0.00;0.00;43.04;0.00;0.00;43.04;258.82;3792.29;14.93;168.20;17.71;165.29;19.66;143.73;18.55;15.59;9.82;71.00;48.00;1031.50;1023.80;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;20.62;10.38;29.32;9.35;29.70;11.21;25.20;13.68
2018;08;18;00;00;13.28;56.00;1023.33;0.00;0.00;0.95;3.17;0.00;0.00;644.02;4637.79;5.72;189.98;7.32;185.59;31.18;327.19;8.91;18.43;8.99;72.00;34.00;1030.40;1015.90;7.50;0.00;25.00;0.00;0.00;0.00;0.00;0.00;7.93;1.08;17.17;1.14;53.75;16.10;15.12;0.72
2018;08;19;00;00;13.61;80.42;1014.97;3.20;0.00;75.72;66.08;55.62;59.50;0.00;2750.99;11.44;291.46;13.81;276.73;32.21;263.61;17.02;16.19;11.05;90.00;68.00;1018.40;1013.40;100.00;3.30;100.00;0.00;100.00;0.00;100.00;0.00;20.17;4.69;20.21;5.19;56.23;10.31;26.64;5.40
2018;08;20;00;00;12.16;72.71;1020.93;1.20;0.00;85.04;0.00;4.42;85.04;0.00;2006.95;13.44;180.31;13.47;179.00;12.06;183.32;18.39;14.32;10.92;85.00;63.00;1023.70;1018.80;100.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;20.88;9.57;23.47;8.09;18.86;7.09;29.88;9.36
2018;08;21;00;00;12.63;72.75;1024.64;0.00;0.00;8.04;0.00;0.00;8.04;566.11;3868.83;7.65;181.55;8.45;200.37;7.75;170.91;9.01;16.92;9.61;89.00;48.00;1025.70;1023.80;41.00;0.00;0.00;0.00;0.00;0.00;41.00;0.00;16.52;1.08;16.07;2.41;16.24;2.52;14.76;3.24
2018;08;22;00;00;12.51;81.42;1023.77;0.00;0.00;62.04;0.00;0.00;62.04;141.83;2493.78;16.03;318.52;19.67;283.92;25.99;284.86;20.76;14.16;9.90;91.00;70.00;1025.20;1022.50;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;29.84;2.16;34.71;5.24;35.77;11.61;33.48;6.48
2018;08;23;00;00;13.83;79.29;1023.83;0.00;0.00;60.42;0.00;0.00;60.42;235.03;2727.85;8.38;253.34;10.06;252.57;9.84;201.55;8.84;16.92;12.40;90.00;62.00;1025.50;1022.80;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;12.56;3.67;18.43;5.01;23.68;0.80;15.12;3.96
2018;08;24;00;00;14.39;78.00;1017.56;0.00;0.00;11.75;0.00;0.00;11.75;505.47;4725.01;5.79;170.47;7.53;186.49;18.18;322.04;7.93;19.50;10.51;98.00;53.00;1022.50;1012.70;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;9.53;0.36;16.77;2.41;33.01;7.20;16.92;0.72
2018;08;25;00;00;12.65;85.88;1011.41;12.10;0.00;92.67;0.00;0.92;92.67;0.00;1599.33;35.33;307.74;44.22;308.10;66.98;307.53;47.74;14.73;10.56;96.00;73.00;1014.20;1008.90;100.00;5.00;0.00;0.00;11.00;0.00;100.00;5.00;55.57;2.55;70.36;5.32;111.37;35.43;72.72;13.32
2018;08;26;00;00;9.12;67.42;1023.73;5.70;0.00;92.92;0.00;4.29;92.92;45.96;1580.64;29.67;259.28;34.63;260.24;45.25;255.90;37.53;9.83;8.29;71.00;60.00;1030.80;1015.40;100.00;57.00;0.00;0.00;100.00;0.00;100.00;57.00;37.02;19.47;43.66;23.77;55.92;34.86;50.04;25.20
2018;08;27;00;00;11.59;78.75;1029.62;0.60;0.00;96.25;0.00;0.00;96.25;0.00;1500.54;25.67;283.77;30.64;284.37;42.64;260.72;31.59;13.41;9.62;93.00;66.00;1031.10;1028.40;100.00;10.00;0.00;0.00;0.00;0.00;100.00;10.00;34.43;18.10;40.38;21.07;57.25;20.77;40.32;19.80
2018;08;28;00;00;13.40;90.21;1028.73;2.80;0.00;73.50;0.00;0.00;73.50;107.23;1602.89;10.79;275.33;13.29;271.16;12.91;213.88;12.35;15.31;12.55;96.00;77.00;1030.60;1026.20;100.00;10.00;0.00;0.00;0.00;0.00;100.00;10.00;15.14;7.24;19.16;7.56;22.25;4.38;18.36;7.20
2018;08;29;00;00;14.46;81.29;1021.90;0.00;0.00;80.88;0.00;0.00;80.88;176.17;4781.08;17.37;164.95;20.78;164.67;11.60;251.49;15.60;18.23;12.52;94.00;64.00;1026.10;1018.10;100.00;10.00;0.00;0.00;0.00;0.00;100.00;10.00;23.05;13.44;30.97;12.92;25.46;2.97;20.88;10.44
2018;08;30;00;00;15.83;82.42;1014.25;0.00;0.00;40.31;11.50;9.67;30.62;459.63;4961.75;9.50;164.88;14.59;167.68;5.58;254.99;6.41;21.63;11.89;97.00;60.00;1017.70;1012.00;100.00;1.00;100.00;0.00;100.00;0.00;100.00;0.00;14.24;2.10;23.22;8.83;11.48;1.30;11.52;3.24
2018;08;31;00;00;14.53;91.29;1016.05;0.00;0.00;91.75;0.00;0.00;91.75;0.00;1889.47;9.19;172.33;11.10;207.46;9.80;259.72;10.21;15.87;12.18;96.00;86.00;1017.80;1013.30;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;14.47;0.00;18.45;1.02;25.01;1.02;17.28;1.80
